application_id,application_date,country,sector,company_size,years_in_business,annual_revenue_eur,existing_bank_client,previous_loans,loan_amount_requested_eur,loan_term_months,collateral_offered,num_employees,debt_to_equity_ratio,current_ratio,profit_margin_pct,revenue_growth_yoy_pct,loan_to_revenue_ratio,credit_bureau_score,num_credit_inquiries_12m,has_payment_defaults,defaulted_12m
APP-02929,2023-05-16,Italy,Hospitality & Food,Micro (<10),13,51057,True,0,29636,36,True,9,0.51,1.83,8.4,11.2,0.58,628,2,False,0
APP-02930,2024-04-21,Germany,Technology,Small (10-49),6,488141,False,0,317179,60,True,26,3.46,1.61,5.6,13.8,0.65,647,2,False,0
APP-02931,2023-05-08,Belgium,Retail & E-commerce,Small (10-49),2,2288266,True,1,398181,36,True,45,1.37,2.25,7.0,25.8,0.174,644,5,True,0
APP-02932,2024-05-06,Germany,Technology,Small (10-49),3,1128406,True,0,67607,12,True,31,2.34,1.04,1.7,-6.3,0.06,699,2,False,0
APP-02933,2023-04-29,France,Professional Services,Medium (50-249),13,71430,True,5,40217,48,False,222,1.01,1.43,14.2,26.1,0.563,672,4,False,0
APP-02934,2023-11-14,Germany,Hospitality & Food,Small (10-49),2,194371,False,3,195571,12,False,42,3.02,1.07,7.3,1.9,1.006,765,4,False,0
APP-02935,2024-08-12,France,Professional Services,Micro (<10),6,258636,True,3,158560,48,False,1,1.38,2.87,6.7,5.9,0.613,572,2,False,0
APP-02936,2023-06-16,Netherlands,Real Estate,Micro (<10),50,262430,False,0,442323,60,True,9,2.57,1.86,11.9,3.6,1.685,646,1,False,0
APP-02937,2024-07-14,Spain,Manufacturing,Micro (<10),10,423858,False,2,547360,24,False,5,1.9,2.01,8.5,8.0,1.291,571,2,False,0
APP-02938,2024-06-10,Netherlands,Agriculture,Micro (<10),13,177562,True,2,19507,60,False,6,1.32,1.67,2.6,13.4,0.11,611,3,False,0
APP-02939,2024-10-20,Poland,Agriculture,Medium (50-249),3,89433,False,0,249428,48,False,98,2.46,1.37,6.2,17.5,2.789,607,1,False,0
APP-02940,2023-05-04,Netherlands,Hospitality & Food,Small (10-49),2,840843,True,2,82618,12,False,42,8.0,3.0,9.5,2.1,0.098,711,2,False,0
APP-02941,2024-06-06,Netherlands,Professional Services,Micro (<10),13,69683,False,3,153164,24,True,1,0.68,2.13,6.7,6.1,2.198,598,1,False,0
APP-02942,2024-11-14,Spain,Professional Services,Medium (50-249),5,102483,False,4,183924,24,False,76,1.26,1.21,-1.1,-5.9,1.795,761,2,False,0
APP-02943,2024-07-11,Spain,Real Estate,Small (10-49),18,69165,False,4,177856,24,False,19,0.62,1.24,14.1,13.1,2.571,765,2,False,0
APP-02944,2023-05-18,France,Technology,Micro (<10),8,559419,False,0,219760,36,False,8,1.73,1.53,7.2,8.2,0.393,706,3,False,0
APP-02945,2024-08-23,Poland,Construction,Medium (50-249),50,304908,True,3,63056,72,False,213,1.55,1.08,4.2,-4.3,0.207,558,4,False,0
APP-02946,2023-03-20,Netherlands,Retail & E-commerce,Micro (<10),5,774679,False,4,46059,24,True,3,4.33,1.19,9.9,-9.9,0.059,764,3,False,0
APP-02947,2024-03-05,Spain,Transportation & Logistics,Micro (<10),10,104586,False,2,255130,72,False,5,1.16,0.49,3.6,6.9,2.439,615,0,True,1
APP-02948,2023-12-30,Belgium,Retail & E-commerce,Micro (<10),3,59658,False,0,49149,48,True,4,2.39,0.3,-2.1,20.7,0.824,623,2,False,0
APP-02949,2024-01-23,Germany,Retail & E-commerce,Medium (50-249),18,157521,True,1,437625,48,True,159,0.39,2.59,6.3,24.0,2.778,691,1,False,0
APP-02950,2024-01-15,Germany,Professional Services,Micro (<10),11,215561,True,0,53556,48,True,1,1.48,1.1,10.0,-10.5,0.248,581,2,False,0
APP-02951,2023-01-23,Netherlands,Hospitality & Food,Micro (<10),3,344867,False,0,72789,60,False,4,0.8,1.22,4.9,16.2,0.211,749,5,False,0
APP-02952,2024-01-06,Germany,Agriculture,Small (10-49),6,50000,False,4,84767,84,False,28,1.93,1.44,5.1,14.6,1.695,713,2,False,0
APP-02953,2024-11-14,Spain,Healthcare,Medium (50-249),23,476621,True,5,28771,12,True,52,2.69,1.82,5.3,21.6,0.06,850,1,False,0
APP-02954,2023-11-15,Netherlands,Manufacturing,Micro (<10),21,91758,False,4,28838,36,False,6,0.94,1.87,5.8,10.7,0.314,673,1,False,0
APP-02955,2023-07-22,Italy,Professional Services,Micro (<10),2,123389,False,0,204766,24,True,4,1.87,2.02,,1.0,1.66,639,1,False,0
APP-02956,2024-12-27,Germany,Healthcare,Medium (50-249),5,1097396,True,2,24933,24,True,100,1.09,1.74,10.7,14.4,0.023,810,1,False,0
APP-02957,2023-03-14,Netherlands,Construction,Small (10-49),34,50000,False,1,740981,24,False,41,1.39,1.24,10.4,-25.9,14.82,500,0,True,0
APP-02958,2023-12-21,France,Manufacturing,Micro (<10),7,395142,False,1,91555,60,True,8,1.73,2.16,17.5,-6.9,0.232,668,3,False,0
APP-02959,2024-01-10,Netherlands,Professional Services,Micro (<10),9,393357,False,1,43326,12,True,3,0.74,1.29,15.9,-5.4,0.11,639,2,False,0
APP-02960,2023-12-15,Netherlands,Technology,Micro (<10),18,100454,False,4,138160,60,False,9,0.74,2.02,1.6,-3.1,1.375,748,1,True,1
APP-02961,2024-11-03,France,Real Estate,Small (10-49),2,156936,True,2,13773,60,True,10,2.27,0.48,5.1,-13.2,0.088,850,0,False,0
APP-02962,2023-11-04,Netherlands,Technology,Micro (<10),3,1161538,False,3,75595,36,True,6,0.9,2.18,10.3,-1.8,0.065,596,2,False,0
APP-02963,2024-12-11,Netherlands,Retail & E-commerce,Small (10-49),6,2829210,False,0,83761,36,False,38,2.91,0.87,-3.5,-1.6,0.03,742,3,False,0
APP-02964,2023-02-18,France,Technology,Micro (<10),20,962867,False,1,35847,48,False,3,0.47,0.53,8.0,1.8,0.037,761,3,False,0
APP-02965,2024-06-19,Netherlands,Manufacturing,Small (10-49),18,2579344,True,1,59550,12,True,24,2.37,0.62,1.6,8.4,0.023,755,3,False,0
APP-02966,2024-03-08,Spain,Transportation & Logistics,Micro (<10),14,117055,False,2,334642,36,False,7,1.36,1.52,6.0,-10.0,2.859,669,3,False,0
APP-02967,2023-06-25,Spain,Professional Services,Medium (50-249),7,50000,False,3,114302,24,False,122,1.28,2.77,6.4,-0.4,2.286,707,2,False,0
APP-02968,2023-06-16,Netherlands,Manufacturing,Micro (<10),19,251916,False,0,135886,24,False,3,1.47,1.28,-3.4,3.9,0.539,573,0,False,0
APP-02969,2024-06-09,Germany,Hospitality & Food,Micro (<10),7,704913,True,0,52603,48,False,6,0.57,1.33,19.6,-17.2,0.075,791,2,False,0
APP-02970,2024-04-10,Netherlands,Manufacturing,Micro (<10),12,50000,False,3,34244,24,False,2,2.65,1.86,3.3,4.1,0.685,563,1,True,0
APP-02971,2024-03-22,France,Manufacturing,Micro (<10),16,88278,True,1,81401,36,False,6,1.04,1.05,14.2,7.9,0.922,572,3,True,0
APP-02972,2023-02-07,Netherlands,Construction,Micro (<10),31,100863,False,1,13820,60,True,3,0.82,1.31,-2.7,14.1,0.137,627,1,False,0
APP-02973,2024-03-12,Poland,Healthcare,Small (10-49),7,411628,True,3,41050,48,False,22,4.95,1.19,2.7,-10.8,0.1,604,0,False,0
APP-02974,2024-12-17,Netherlands,Transportation & Logistics,Medium (50-249),5,352619,False,2,36242,36,True,137,1.09,2.58,10.6,3.2,0.103,684,1,False,0
APP-02975,2023-01-13,France,Professional Services,Micro (<10),22,105853,False,2,19321,12,False,7,0.8,1.45,4.9,19.9,0.183,624,2,False,0
APP-02976,2023-12-09,Netherlands,Retail & E-commerce,Micro (<10),23,332958,False,0,165938,12,False,3,2.2,1.85,10.6,-15.8,0.498,580,3,False,0
APP-02977,2023-12-27,Netherlands,Hospitality & Food,Micro (<10),5,67930,False,2,88929,36,False,7,1.58,0.97,9.7,4.9,1.309,560,2,False,0
APP-02978,2024-10-16,Germany,Hospitality & Food,Small (10-49),3,160860,True,1,60129,36,False,23,2.47,0.72,1.6,-13.3,0.374,745,0,True,0
APP-02979,2023-07-26,Germany,Manufacturing,Micro (<10),21,58820,True,2,168857,60,False,9,1.42,1.8,12.9,-0.2,2.871,692,4,False,0
APP-02980,2023-12-14,Poland,Agriculture,Micro (<10),2,224070,True,1,26491,12,True,4,2.39,1.55,9.4,-4.7,0.118,545,4,False,0
APP-02981,2024-06-07,Netherlands,Real Estate,Micro (<10),2,102684,False,0,33696,60,False,4,4.62,2.02,-1.8,9.5,0.328,701,2,False,0
APP-02982,2023-02-14,Netherlands,Retail & E-commerce,Micro (<10),6,614429,False,0,241315,24,False,7,0.86,0.87,6.8,1.5,0.393,624,0,False,0
APP-02983,2024-08-07,Belgium,Healthcare,Small (10-49),8,260036,True,1,612390,36,True,11,1.02,1.34,9.8,-10.3,2.355,523,4,False,0
APP-02984,2024-08-23,Belgium,Technology,Micro (<10),3,204415,False,1,170651,72,True,8,0.52,0.63,5.6,23.3,0.835,550,3,False,0
APP-02985,2024-06-09,Italy,Manufacturing,Micro (<10),8,2239468,True,0,143955,60,True,3,1.7,1.1,6.5,7.1,0.064,731,2,False,0
APP-02986,2024-04-18,Italy,Technology,Small (10-49),9,425043,True,3,61976,48,False,42,1.46,0.53,8.9,16.8,0.146,758,2,False,0
APP-02987,2024-06-29,Italy,Retail & E-commerce,Micro (<10),5,172510,False,0,63127,12,True,4,2.88,1.23,-2.8,-8.1,0.366,706,2,False,0
APP-02988,2024-07-24,Netherlands,Retail & E-commerce,Small (10-49),37,133188,False,1,118398,48,False,17,1.33,2.18,5.1,0.3,0.889,591,2,False,0
APP-02989,2024-10-21,Belgium,Real Estate,Micro (<10),10,65029,False,2,296060,60,False,1,1.28,0.89,4.1,17.0,4.553,691,2,True,0
APP-02990,2023-11-09,Spain,Technology,Medium (50-249),18,247939,False,2,138861,36,True,211,1.52,0.88,10.3,-4.0,0.56,689,2,True,0
APP-02991,2023-11-29,Belgium,Manufacturing,Small (10-49),2,388145,False,1,212429,24,True,10,1.17,1.3,3.1,4.9,0.547,449,2,False,0
APP-02992,2024-04-10,France,Hospitality & Food,Micro (<10),2,50000,True,0,47430,36,False,6,1.68,1.29,16.9,4.2,0.949,696,2,False,0
APP-02993,2023-05-21,Netherlands,Real Estate,Medium (50-249),10,52219,True,0,161706,60,False,170,1.55,1.86,3.0,-23.4,3.097,665,0,False,0
APP-02994,2024-09-17,Belgium,Hospitality & Food,Micro (<10),32,144448,False,0,57694,48,True,3,1.87,0.62,-0.0,4.2,0.399,837,1,False,0
APP-02995,2024-07-16,Italy,Agriculture,Micro (<10),3,71839,False,0,110428,24,True,7,1.18,0.3,12.9,-0.0,1.537,809,2,False,0
APP-02996,2024-04-05,Netherlands,Transportation & Logistics,Small (10-49),8,282634,True,2,161564,72,False,25,1.88,1.44,9.4,3.0,0.572,643,3,False,0
APP-02997,2023-08-09,Poland,Professional Services,Small (10-49),2,333895,True,1,64538,72,False,41,1.95,2.41,8.3,-3.6,0.193,685,3,False,0
APP-02998,2023-09-11,Belgium,Technology,Micro (<10),4,231707,True,0,43753,48,True,4,1.11,1.28,4.8,-10.5,0.189,659,4,False,0
APP-02999,2023-11-14,Netherlands,Technology,Micro (<10),8,519285,False,2,131936,12,False,8,1.29,1.64,4.2,-4.8,0.254,612,3,False,0
APP-03000,2024-04-28,Netherlands,Healthcare,Micro (<10),4,133000,False,0,88626,24,True,4,1.21,1.35,8.7,-1.3,0.666,540,1,False,0
APP-03001,2024-07-21,Netherlands,Professional Services,Small (10-49),2,253955,False,4,110073,48,False,28,0.65,1.85,3.0,12.3,0.433,596,2,False,0
APP-03002,2024-05-05,Germany,Retail & E-commerce,Medium (50-249),2,80500,False,1,166994,60,True,218,1.01,1.22,15.9,-1.7,2.074,613,2,False,0
APP-03003,2024-11-09,Netherlands,Manufacturing,Micro (<10),1,377582,False,1,280921,36,False,1,2.13,1.36,7.4,6.3,0.744,745,1,False,0
APP-03004,2024-12-02,France,Technology,Medium (50-249),10,293927,True,0,167814,36,False,132,2.24,2.38,4.6,7.4,0.571,667,3,False,0
APP-03005,2024-05-29,Italy,Healthcare,Micro (<10),11,63688,True,1,151078,72,True,1,1.65,2.09,3.9,-1.5,2.372,604,3,False,0
APP-03006,2023-09-28,Belgium,Healthcare,Small (10-49),11,222777,True,1,66151,36,False,12,0.73,0.98,-0.6,16.7,0.297,591,2,False,0
APP-03007,2024-03-13,Netherlands,Construction,Medium (50-249),3,256430,True,4,74796,72,True,77,2.43,1.0,10.0,0.5,0.292,685,1,True,0
APP-03008,2023-11-07,Belgium,Retail & E-commerce,Small (10-49),16,375951,False,0,142002,48,True,39,4.1,1.04,1.8,-1.7,0.378,624,2,False,0
APP-03009,2024-04-04,Spain,Retail & E-commerce,Micro (<10),13,393069,False,1,73821,48,True,8,1.93,0.73,5.3,18.3,0.188,565,1,False,0
APP-03010,2024-08-15,Germany,Healthcare,Micro (<10),7,112936,True,2,141532,24,False,8,1.35,1.07,20.0,6.6,1.253,575,0,False,0
APP-03011,2023-09-27,Netherlands,Construction,Micro (<10),6,670898,False,1,51405,36,False,9,0.8,1.33,-3.9,-23.7,0.077,791,2,False,0
APP-03012,2024-01-05,Germany,Healthcare,Small (10-49),4,502658,False,1,462073,84,True,32,1.34,0.94,5.5,-26.9,0.919,639,4,True,0
APP-03013,2023-02-03,Germany,Manufacturing,Medium (50-249),8,112477,False,4,115259,60,True,89,1.0,1.71,-1.5,24.1,1.025,738,0,False,0
APP-03014,2024-06-21,Belgium,Professional Services,Micro (<10),26,68102,True,1,109360,36,True,5,1.2,0.4,3.0,6.0,1.606,508,3,False,0
APP-03015,2023-12-24,Netherlands,Agriculture,Micro (<10),18,123280,True,0,67098,48,False,5,2.93,0.69,5.2,2.9,0.544,744,2,False,0
APP-03016,2023-12-02,Poland,Manufacturing,Micro (<10),6,50000,True,4,456076,12,True,7,2.29,1.8,-1.2,-21.6,9.122,712,0,False,1
APP-03017,2024-01-24,Netherlands,Retail & E-commerce,Micro (<10),11,344416,False,0,36220,60,False,5,1.1,2.54,8.3,3.2,0.105,721,4,False,0
APP-03018,2023-06-07,Netherlands,Technology,Micro (<10),3,1110445,False,2,56251,12,False,1,1.42,1.55,14.1,-7.7,0.051,522,1,False,1
APP-03019,2024-03-12,Netherlands,Construction,Micro (<10),13,1477490,False,0,195413,36,False,8,1.35,0.9,7.8,1.2,0.132,652,1,False,0
APP-03020,2024-06-27,Germany,Real Estate,Small (10-49),3,72605,False,0,119578,36,True,33,1.04,0.73,10.6,-3.7,1.647,584,2,False,1
APP-03021,2023-09-13,Germany,Agriculture,Micro (<10),12,689805,True,1,62229,48,False,1,0.6,1.17,14.9,1.5,0.09,556,0,False,0
APP-03022,2023-04-06,Netherlands,Healthcare,Small (10-49),50,296974,True,3,63673,36,False,48,2.22,2.16,9.3,7.3,0.214,499,1,False,0
APP-03023,2023-10-10,Germany,Retail & E-commerce,Micro (<10),4,50000,True,0,78220,84,False,5,2.74,1.71,-7.0,9.5,1.564,563,3,False,0
APP-03024,2023-05-25,France,Hospitality & Food,Micro (<10),50,180074,False,0,107120,60,False,8,0.94,0.66,7.0,4.2,0.595,558,3,False,0
APP-03025,2023-09-30,Netherlands,Agriculture,Small (10-49),10,157562,False,0,342115,84,False,39,0.91,1.62,-7.8,6.3,2.171,712,1,False,1
APP-03026,2024-04-02,Italy,Hospitality & Food,Small (10-49),4,1147368,True,0,160192,48,False,21,2.33,2.26,2.0,-16.4,0.14,601,3,True,0
APP-03027,2023-03-24,Belgium,Real Estate,Micro (<10),3,94358,True,0,223835,36,True,9,0.91,2.11,-2.2,4.0,2.372,637,0,False,0
APP-03028,2024-06-29,Netherlands,Technology,Small (10-49),49,527380,False,4,69743,84,False,46,0.59,2.2,7.5,7.5,0.132,746,3,False,0
APP-03029,2023-06-13,Poland,Retail & E-commerce,Micro (<10),10,235978,False,2,149131,12,True,9,1.03,1.88,1.1,4.0,0.632,655,2,False,0
APP-03030,2024-10-15,Spain,Hospitality & Food,Micro (<10),4,50000,True,0,28457,72,False,2,3.05,0.63,7.7,22.8,0.569,592,6,False,0
APP-03031,2024-06-18,Belgium,Technology,Medium (50-249),6,138327,False,0,114200,12,False,77,0.99,0.92,10.3,1.8,0.826,666,0,True,0
APP-03032,2023-07-18,Italy,Retail & E-commerce,Medium (50-249),10,1686148,True,0,108485,60,True,159,0.91,2.44,0.7,-10.9,0.064,587,1,False,0
APP-03033,2024-02-16,Germany,Professional Services,Micro (<10),7,217935,True,1,423849,60,True,3,1.02,1.2,7.4,5.0,1.945,509,1,False,0
APP-03034,2023-03-22,Belgium,Technology,Medium (50-249),9,795750,True,0,343199,48,True,174,0.68,0.3,-8.4,-1.9,0.431,679,3,False,0
APP-03035,2023-03-14,Spain,Manufacturing,Small (10-49),30,745093,False,4,80277,60,True,36,0.61,1.76,-2.2,-15.7,0.108,701,3,False,0
APP-03036,2024-11-28,Spain,Professional Services,Micro (<10),2,156699,False,0,51343,12,False,1,1.15,2.04,13.0,1.3,0.328,634,3,False,0
APP-03037,2024-08-08,Netherlands,Technology,Micro (<10),12,57520,False,1,52483,36,True,7,0.58,1.35,1.1,22.7,0.912,639,4,False,0
APP-03038,2023-04-23,Germany,Healthcare,Micro (<10),6,67360,True,2,77985,36,False,2,1.06,1.73,3.1,0.6,1.158,616,1,False,0
APP-03039,2023-07-26,Belgium,Construction,Small (10-49),4,1531871,False,0,279677,84,True,32,1.58,0.9,1.5,18.0,0.183,773,1,False,0
APP-03040,2023-05-25,Netherlands,Real Estate,Medium (50-249),17,321928,True,2,137575,36,True,158,1.69,1.12,-3.5,13.6,0.427,673,1,False,0
APP-03041,2023-10-16,Poland,Agriculture,Micro (<10),2,50000,True,2,149403,12,False,1,1.24,0.31,0.3,33.4,2.988,639,1,False,0
APP-03042,2023-08-01,Germany,Hospitality & Food,Micro (<10),1,729965,False,0,188898,36,True,2,0.66,0.76,6.0,10.4,0.259,727,2,False,0
APP-03043,2023-08-28,Germany,Manufacturing,Micro (<10),8,50000,False,3,44563,60,False,5,1.05,2.26,3.9,5.9,0.891,734,3,False,0
APP-03044,2024-01-22,Germany,Healthcare,Micro (<10),6,99573,True,1,55980,72,False,4,1.66,0.3,11.9,6.1,0.562,685,2,False,0
APP-03045,2023-05-19,Germany,Manufacturing,Small (10-49),2,295833,True,0,149669,72,False,28,1.96,1.17,2.6,8.3,0.506,727,2,False,0
APP-03046,2024-10-06,Netherlands,Transportation & Logistics,Micro (<10),1,5523392,True,2,52937,24,False,7,1.15,1.08,5.9,1.9,0.01,694,4,False,0
APP-03047,2024-06-15,Poland,Construction,Micro (<10),34,714402,False,2,29111,48,False,7,0.88,1.76,3.0,-1.1,0.041,653,3,False,1
APP-03048,2024-07-09,France,Professional Services,Micro (<10),10,150411,False,0,41520,36,False,6,1.42,0.3,11.1,10.5,0.276,729,3,False,0
APP-03049,2023-05-04,France,Construction,Small (10-49),7,277611,False,1,229461,60,True,39,1.09,0.94,-1.9,-2.6,0.827,575,0,False,0
APP-03050,2024-05-31,Germany,Construction,Small (10-49),42,809078,True,3,73184,60,True,44,0.73,1.05,8.6,-17.4,0.09,573,3,True,0
APP-03051,2024-09-02,Netherlands,Agriculture,Small (10-49),16,1478052,True,2,118264,36,True,18,1.62,1.64,8.2,-10.7,0.08,689,2,False,0
APP-03052,2023-05-08,Netherlands,Manufacturing,Micro (<10),30,199353,True,1,43216,48,False,9,1.36,1.39,1.5,24.8,0.217,595,0,False,0
APP-03053,2024-07-02,Belgium,Agriculture,Small (10-49),2,206418,True,1,133722,36,True,28,0.69,0.41,5.5,1.2,0.648,715,1,False,0
APP-03054,2023-09-19,Netherlands,Retail & E-commerce,Small (10-49),2,99105,False,2,79564,36,True,47,0.92,1.2,8.1,14.2,0.803,670,2,False,0
APP-03055,2024-07-28,France,Healthcare,Small (10-49),12,596115,True,2,141062,36,True,35,1.2,0.93,2.2,-3.4,0.237,815,0,True,0
APP-03056,2023-12-16,Italy,Agriculture,Micro (<10),10,919114,True,0,67352,36,True,4,0.54,1.68,2.1,15.7,0.073,570,1,False,0
APP-03057,2024-08-08,Belgium,Professional Services,Medium (50-249),20,50000,True,0,147772,36,True,58,0.87,1.25,-0.8,9.8,2.955,724,4,False,0
APP-03058,2023-04-18,Belgium,Retail & E-commerce,Micro (<10),2,166680,True,1,64756,36,False,2,1.97,2.45,17.1,28.9,0.389,610,2,False,0
APP-03059,2023-10-12,France,Transportation & Logistics,Micro (<10),12,62558,False,2,92571,48,False,6,1.01,1.0,3.4,20.8,1.48,673,1,False,0
APP-03060,2023-07-19,Netherlands,Transportation & Logistics,Medium (50-249),16,321607,False,2,79431,48,False,183,0.84,1.06,-0.7,13.8,0.247,708,2,False,0
APP-03061,2023-07-01,Italy,Professional Services,Micro (<10),15,60746,False,2,100809,72,False,2,2.58,1.08,-3.7,-2.1,1.66,681,3,False,0
APP-03062,2023-08-14,Belgium,Construction,Medium (50-249),5,55040,True,1,123408,36,False,233,1.66,1.28,1.6,-9.1,2.242,690,3,False,0
APP-03063,2023-10-07,Netherlands,Transportation & Logistics,Small (10-49),11,1033253,False,1,66441,48,False,23,2.05,1.91,7.5,3.3,0.064,683,0,False,0
APP-03064,2023-04-03,Netherlands,Manufacturing,Medium (50-249),3,219978,False,3,89707,84,True,203,0.84,1.13,4.6,5.2,0.408,630,2,False,0
APP-03065,2024-05-31,Italy,Technology,Micro (<10),5,249724,False,4,114598,36,False,7,1.14,1.16,7.9,0.1,0.459,718,4,False,0
APP-03066,2024-02-06,Netherlands,Hospitality & Food,Small (10-49),3,450458,True,3,148175,60,False,37,1.34,1.61,9.9,13.5,0.329,722,2,False,0
APP-03067,2024-08-28,France,Manufacturing,Small (10-49),4,860253,True,3,92886,84,False,46,1.55,0.83,5.2,5.9,0.108,623,4,False,0
APP-03068,2024-05-29,Netherlands,Transportation & Logistics,Micro (<10),6,162379,True,4,48550,60,True,8,5.32,1.78,5.3,5.0,0.299,587,1,False,0
APP-03069,2023-04-19,Netherlands,Professional Services,Micro (<10),4,166778,True,0,105784,12,True,2,1.42,1.17,14.6,23.3,0.634,672,3,False,0
APP-03070,2023-02-21,Italy,Real Estate,Micro (<10),4,167630,False,1,168767,24,True,4,2.59,0.86,10.1,6.3,1.007,666,4,False,0
APP-03071,2023-11-05,Netherlands,Construction,Micro (<10),2,982455,False,1,33978,36,True,6,5.33,0.3,8.1,-11.3,0.035,521,0,False,1
APP-03072,2023-12-18,Netherlands,Construction,Medium (50-249),35,247270,True,1,34297,48,False,150,3.78,0.74,4.1,17.3,0.139,668,3,False,0
APP-03073,2023-06-25,Germany,Hospitality & Food,Micro (<10),4,189223,False,3,58118,48,False,5,1.48,1.28,9.7,7.5,0.307,585,2,False,0
APP-03074,2024-07-25,Italy,Professional Services,Small (10-49),9,428941,True,0,84637,24,False,17,2.69,1.34,7.9,1.7,0.197,496,0,False,0
APP-03075,2024-02-29,Belgium,Transportation & Logistics,Micro (<10),1,2415713,True,0,17025,36,False,9,1.46,1.23,7.7,-6.5,0.007,681,0,True,0
APP-03076,2024-06-30,Netherlands,Technology,Micro (<10),21,293355,False,0,156259,36,False,7,1.32,0.51,9.9,20.1,0.533,553,4,False,0
APP-03077,2023-03-21,Poland,Healthcare,Medium (50-249),8,194203,True,0,85303,48,False,210,2.24,1.27,7.8,25.3,0.439,753,3,False,0
APP-03078,2024-08-18,France,Hospitality & Food,Micro (<10),5,2762366,False,1,15049,36,False,4,2.29,0.47,-2.4,-3.1,0.005,712,1,False,0
APP-03079,2023-05-31,Italy,Manufacturing,Small (10-49),5,1323462,False,0,40516,24,False,36,1.83,0.64,6.3,8.6,0.031,669,0,False,0
APP-03080,2023-11-24,Spain,Retail & E-commerce,Micro (<10),14,1112132,True,0,77616,48,True,3,1.22,2.05,-0.1,10.3,0.07,761,1,False,0
APP-03081,2023-11-17,France,Healthcare,Micro (<10),1,147145,True,1,23908,12,False,6,1.01,1.32,9.5,-15.9,0.162,727,1,True,0
APP-03082,2024-08-22,Belgium,Hospitality & Food,Micro (<10),3,130640,True,2,214565,48,False,3,0.65,1.65,-2.6,4.5,1.642,578,1,False,0
APP-03083,2023-07-22,Belgium,Hospitality & Food,Small (10-49),6,50000,False,2,114630,36,True,47,1.49,2.24,5.8,-15.9,2.293,731,3,False,0
APP-03084,2023-06-25,France,Hospitality & Food,Micro (<10),6,854182,True,0,169829,48,False,5,1.56,1.35,6.3,4.8,0.199,595,1,True,1
APP-03085,2023-09-05,France,Hospitality & Food,Small (10-49),50,294312,False,5,43337,60,False,29,2.22,1.96,-0.3,32.2,0.147,723,2,False,0
APP-03086,2023-09-21,Poland,Technology,Small (10-49),5,50000,True,0,137186,24,False,31,0.56,1.61,5.6,-12.4,2.744,616,1,False,0
APP-03087,2023-05-13,Germany,Technology,Micro (<10),16,1135083,False,2,58190,24,True,3,1.44,0.95,10.2,27.5,0.051,549,2,False,0
APP-03088,2023-05-09,Netherlands,Real Estate,Micro (<10),31,179006,True,3,84628,72,True,8,1.2,1.29,,26.3,0.473,684,2,False,0
APP-03089,2023-06-18,Germany,Retail & E-commerce,Micro (<10),12,207545,False,3,130909,60,False,3,1.3,0.93,7.6,4.9,0.631,611,1,True,0
APP-03090,2023-12-08,Germany,Construction,Small (10-49),4,50000,False,1,93334,36,False,46,2.85,1.75,8.8,11.2,1.867,736,2,False,0
APP-03091,2023-09-08,Germany,Retail & E-commerce,Micro (<10),2,484386,True,0,188477,60,True,8,2.91,1.98,0.1,1.6,0.389,754,1,False,0
APP-03092,2023-10-14,Spain,Transportation & Logistics,Micro (<10),13,489982,True,3,110333,36,False,3,2.48,0.56,6.2,-0.4,0.225,511,5,False,0
APP-03093,2024-06-08,Germany,Technology,Micro (<10),27,253321,False,2,68152,48,False,5,1.43,0.85,4.8,7.4,0.269,649,4,False,0
APP-03094,2023-06-25,Netherlands,Hospitality & Food,Micro (<10),11,162448,False,2,193746,60,True,3,1.2,1.17,5.9,-4.3,1.193,702,1,False,0
APP-03095,2024-10-26,Germany,Transportation & Logistics,Small (10-49),19,6272974,False,1,229331,12,True,15,2.78,0.89,-2.8,10.7,0.037,660,4,False,0
APP-03096,2024-07-02,France,Hospitality & Food,Micro (<10),50,63320,True,4,105881,48,True,3,3.77,1.24,-1.7,5.5,1.672,661,2,False,0
APP-03097,2023-05-08,Italy,Manufacturing,Micro (<10),14,112902,False,4,287473,36,False,8,3.52,1.6,12.7,-7.8,2.546,671,1,False,0
APP-03098,2023-08-18,Belgium,Hospitality & Food,Micro (<10),3,627756,True,2,81768,48,False,3,1.81,2.15,10.2,13.5,0.13,521,1,False,0
APP-03099,2023-05-14,Germany,Retail & E-commerce,Small (10-49),7,79433,False,4,89112,36,False,47,1.38,1.08,7.2,13.8,1.122,777,2,False,0
APP-03100,2023-07-19,Germany,Agriculture,Small (10-49),22,72704,False,1,99062,72,False,39,2.04,1.05,11.0,18.5,1.363,702,1,False,0
APP-03101,2023-09-24,Germany,Healthcare,Micro (<10),6,1043219,False,0,88979,48,True,5,2.12,1.6,-1.3,-0.8,0.085,597,2,False,0
APP-03102,2023-04-06,Netherlands,Healthcare,Micro (<10),24,554726,False,2,77000,60,True,6,1.06,1.35,4.8,17.3,0.139,590,5,True,0
APP-03103,2023-01-11,Italy,Agriculture,Small (10-49),7,479723,False,2,55721,36,False,45,1.2,0.44,4.2,31.0,0.116,719,2,False,0
APP-03104,2023-11-17,Italy,Healthcare,Micro (<10),9,333764,False,1,44564,36,False,1,8.0,0.86,1.8,5.4,0.134,670,3,False,0
APP-03105,2024-05-26,Germany,Hospitality & Food,Micro (<10),5,116939,True,0,107862,60,False,8,1.06,1.17,,6.4,0.922,679,1,False,0
